date_str,tushare_close,tushare_vol,tushare_amount,akshare_raw_close,akshare_raw_vol,akshare_raw_amount,akshare_qfq_close,akshare_qfq_vol,akshare_qfq_amount,yfinance_close,yfinance_volume
2021-09-03,4.918,3483672.64,1718509.769,4.918,3483673,1718509776.0,4.499,3483673,1718509776.0,4.449191570281982,348367264.0
2021-09-06,5.002,4945358.66,2468976.363,5.002,4945359,2468976368.0,4.583,4945359,2468976368.0,4.525184154510498,494535866.0
2021-09-07,5.065,4574956.03,2304933.623,5.065,4574956,2304933616.0,4.646,4574956,2304933616.0,4.582178115844727,457495603.0
2021-09-08,5.044,2369430.77,1198609.525,5.044,2369431,1198609520.0,4.625,2369431,1198609520.0,4.5631794929504395,236943077.0
2021-09-09,5.042,1825451.89,917262.214,5.042,1825452,917262208.0,4.623,1825452,917262208.0,4.561371326446533,182545189.0
2021-09-10,5.091,3893349.75,1982110.598,5.091,3893350,1982110592.0,4.672,3893350,1982110592.0,4.6057000160217285,389334975.0
2021-09-13,5.064,3200157.33,1620670.961,5.064,3200157,1620670960.0,4.645,3200157,1620670960.0,4.581274032592773,320015733.0
2021-09-14,4.998,3277119.94,1645687.915,4.998,3277120,1645687920.0,4.579,3277120,1645687920.0,4.521564960479736,327711994.0
2021-09-15,4.945,2707358.74,1340902.838,4.945,2707359,1340902832.0,4.526,2707359,1340902832.0,4.473617076873779,270735874.0
2021-09-16,4.889,4293484.25,2106848.912,4.889,4293484,2106848912.0,4.47,4293484,2106848912.0,4.422955513000488,429348425.0
2021-09-17,4.928,5139926.94,2520613.348,4.928,5139927,2520613344.0,4.509,5139927,2520613344.0,4.458238124847412,513992694.0
2021-09-22,4.895,4916296.0,2399574.657,4.895,4916296,2399574656.0,4.476,4916296,2399574656.0,4.4283833503723145,491629600.0
2021-09-23,4.924,2869732.55,1413518.503,4.924,2869732,1413518496.0,4.505,2869732,1413518496.0,4.45461893081665,286973255.0
2021-09-24,4.931,4647711.9,2299464.435,4.931,4647712,2299464432.0,4.512,4647712,2299464432.0,4.460951805114746,464771190.0
2021-09-27,4.963,3598935.78,1786172.115,4.963,3598936,1786172112.0,4.544,3598936,1786172112.0,4.489901542663574,359893578.0
2021-09-28,4.954,2636352.57,1306079.041,4.954,2636353,1306079040.0,4.535,2636353,1306079040.0,4.481759548187256,263635257.0
2021-09-29,4.921,5922610.73,2909490.209,4.921,5922611,2909490208.0,4.502,5922611,2909490208.0,4.451905250549316,592261073.0
2021-09-30,4.935,3129596.71,1544835.059,4.935,3129597,1544835056.0,4.516,3129597,1544835056.0,4.46457052230835,312959671.0
2021-10-08,5.006,2446241.2,1222701.431,5.006,2446241,1222701424.0,4.587,2446241,1222701424.0,4.528802394866943,244624120.0
2021-10-11,5.005,2603223.71,1309512.481,5.005,2603224,1309512480.0,4.586,2603224,1309512480.0,4.52789831161499,260322371.0
2021-10-12,4.953,3306068.24,1639579.407,4.953,3306068,1639579408.0,4.534,3306068,1639579408.0,4.480854511260986,330606824.0
2021-10-13,5.009,2535736.66,1264333.991,5.009,2535737,1264333984.0,4.59,2535737,1264333984.0,4.5315165519714355,253573666.0
2021-10-14,4.982,1998086.58,998317.197,4.982,1998087,998317200.0,4.563,1998087,998317200.0,4.507090091705322,199808658.0
2021-10-15,5.006,2179700.95,1089703.6,5.006,2179701,1089703600.0,4.587,2179701,1089703600.0,4.528802394866943,217970095.0
2021-10-18,4.948,2512604.74,1241208.468,4.948,2512605,1241208464.0,4.529,2512605,1241208464.0,4.4763312339782715,251260474.0
2021-10-19,4.995,2884697.96,1436191.679,4.995,2884698,1436191680.0,4.576,2884698,1436191680.0,4.518850326538086,288469796.0
2021-10-20,4.981,1566963.0,782001.177,4.981,1566963,782001184.0,4.562,1566963,782001184.0,4.506185531616211,156696300.0
2021-10-21,5.003,2240855.16,1119219.633,5.003,2240855,1119219632.0,4.584,2240855,1119219632.0,4.526088237762451,224085516.0
2021-10-22,5.036,3345973.4,1686635.695,5.036,3345973,1686635696.0,4.617,3345973,1686635696.0,4.555942535400391,334597340.0
2021-10-25,5.053,2653745.04,1336929.143,5.053,2653745,1336929136.0,4.634,2653745,1336929136.0,4.571321964263916,265374504.0
2021-10-26,5.036,2479095.32,1251852.282,5.036,2479095,1251852288.0,4.617,2479095,1251852288.0,4.555942535400391,247909532.0
2021-10-27,4.97,2781043.0,1385676.615,4.97,2781043,1385676608.0,4.551,2781043,1385676608.0,4.4962334632873535,278104300.0
2021-10-28,4.949,4413412.0,2185194.5,4.949,4413412,2185194496.0,4.53,4413412,2185194496.0,4.477235317230225,441341200.0
2021-10-29,4.981,4264846.99,2114092.671,4.981,4264847,2114092672.0,4.562,4264847,2114092672.0,4.506185531616211,426484699.0
2021-11-01,4.965,1950023.45,967955.364,4.965,1950023,967955360.0,4.546,1950023,967955360.0,4.491711139678955,195002345.0
2021-11-02,4.913,4294135.13,2119278.887,4.913,4294135,2119278880.0,4.494,4294135,2119278880.0,4.444667816162109,429413513.0
2021-11-03,4.893,3406351.07,1671068.454,4.893,3406351,1671068448.0,4.474,3406351,1671068448.0,4.426574230194092,340635107.0
2021-11-04,4.94,2844233.0,1403738.125,4.94,2844233,1403738128.0,4.521,2844233,1403738128.0,4.4690937995910645,284423300.0
2021-11-05,4.923,2656007.9,1312374.545,4.923,2656008,1312374544.0,4.504,2656008,1312374544.0,4.453714370727539,265600790.0
2021-11-08,4.919,3124852.0,1539084.826,4.919,3124852,1539084832.0,4.5,3124852,1539084832.0,4.4500956535339355,312485200.0
2021-11-09,4.917,2628400.0,1292760.723,4.917,2628400,1292760720.0,4.498,2628400,1292760720.0,4.448286533355713,262840000.0
2021-11-10,4.892,4894263.83,2379856.064,4.892,4894264,2379856064.0,4.473,4894264,2379856064.0,4.4256696701049805,489426383.0
2021-11-11,4.972,3523649.95,1740182.227,4.972,3523650,1740182224.0,4.553,3523650,1740182224.0,4.498043537139893,352364995.0
2021-11-12,4.97,2729067.04,1355972.393,4.97,2729067,1355972400.0,4.551,2729067,1355972400.0,4.4962334632873535,272906704.0
2021-11-15,4.964,3359153.81,1667408.825,4.964,3359154,1667408832.0,4.545,3359154,1667408832.0,4.4908061027526855,335915381.0
2021-11-16,4.96,3518703.07,1750476.662,4.96,3518703,1750476656.0,4.541,3518703,1750476656.0,4.487187385559082,351870307.0
2021-11-17,4.959,2269817.57,1125215.664,4.959,2269818,1125215664.0,4.54,2269818,1125215664.0,4.486282825469971,226981757.0
2021-11-18,4.915,3606012.0,1774308.236,4.915,3606012,1774308240.0,4.496,3606012,1774308240.0,4.446476459503174,360601200.0
2021-11-19,4.97,2759205.89,1365616.714,4.97,2759206,1365616720.0,4.551,2759206,1365616720.0,4.4962334632873535,275920589.0
2021-11-22,4.983,3536474.89,1761554.915,4.983,3536475,1761554912.0,4.564,3536475,1761554912.0,4.507994651794434,353647489.0
2021-11-23,4.986,3172672.46,1582334.509,4.986,3172672,1582334512.0,4.567,3172672,1582334512.0,4.510708808898926,317267246.0
2021-11-24,4.997,1785947.06,891904.463,4.997,1785947,891904464.0,4.578,1785947,891904464.0,4.520660877227783,178594706.0
2021-11-25,4.978,1372599.7,683495.479,4.978,1372600,683495472.0,4.559,1372600,683495472.0,4.503471851348877,137259970.0
2021-11-26,4.936,2046378.0,1011650.37,4.936,2046378,1011650368.0,4.517,2046378,1011650368.0,4.465475082397461,204637800.0
2021-11-29,4.929,2338560.0,1151391.533,4.929,2338560,1151391536.0,4.51,2338560,1151391536.0,4.459142684936523,233856000.0
2021-11-30,4.911,1836800.0,903625.434,4.911,1836800,903625440.0,4.492,1836800,903625440.0,4.44285774230957,183680000.0
2021-12-01,4.924,2116261.58,1040600.306,4.924,2116262,1040600304.0,4.505,2116262,1040600304.0,4.45461893081665,211626158.0
2021-12-02,4.934,1610351.47,794007.121,4.934,1610351,794007120.0,4.515,1610351,794007120.0,4.46366548538208,161035147.0
2021-12-03,4.979,2196321.43,1087954.879,4.979,2196321,1087954880.0,4.56,2196321,1087954880.0,4.50437593460083,219632143.0
2021-12-06,4.974,3328991.17,1663482.019,4.974,3328991,1663482016.0,4.555,3328991,1663482016.0,4.499852657318115,332899117.0
2021-12-07,5.002,2124267.58,1060624.162,5.002,2124268,1060624160.0,4.583,2124268,1060624160.0,4.525184154510498,212426758.0
2021-12-08,5.074,3411917.1,1721655.416,5.074,3411917,1721655424.0,4.655,3411917,1721655424.0,4.590320110321045,341191710.0
2021-12-09,5.158,6332211.75,3267970.66,5.158,6332212,3267970656.0,4.739,6332212,3267970656.0,4.666313171386719,633221175.0
2021-12-10,5.143,3961260.46,2035800.619,5.143,3961260,2035800624.0,4.724,3961260,2035800624.0,4.652743339538574,396126046.0
2021-12-13,5.156,4290337.71,2227870.765,5.156,4290338,2227870768.0,4.737,4290338,2227870768.0,4.664503574371338,429033771.0
2021-12-14,5.125,3626877.81,1860581.41,5.125,3626878,1860581408.0,4.706,3626878,1860581408.0,4.636458873748779,362687781.0
2021-12-15,5.079,2035831.99,1038757.245,5.079,2035832,1038757248.0,4.66,2035832,1038757248.0,4.594843864440918,203583199.0
2021-12-16,5.106,3773043.28,1919332.421,5.106,3773043,1919332416.0,4.687,3773043,1919332416.0,4.619270324707031,377304328.0
2021-12-17,5.033,6226189.0,3145885.077,5.033,6226189,3145885072.0,4.614,6226189,3145885072.0,4.553228855133057,622618900.0
2021-12-20,4.958,8518253.0,4250322.969,4.958,8518253,4250322976.0,4.539,8518253,4250322976.0,4.485378265380859,851825300.0
2021-12-21,4.979,5171335.15,2572582.597,4.979,5171335,2572582592.0,4.56,5171335,2572582592.0,4.50437593460083,517133515.0
2021-12-22,4.982,6660461.88,3320651.9,4.982,6660462,3320651904.0,4.563,6660462,3320651904.0,4.507090091705322,666046188.0
2021-12-23,5.02,3023052.6,1512949.495,5.02,3023053,1512949488.0,4.601,3023053,1512949488.0,4.541468143463135,302305260.0
2021-12-24,4.997,2603961.01,1301806.385,4.997,2603961,1301806384.0,4.578,2603961,1301806384.0,4.520660877227783,260396101.0
2021-12-27,5.001,5044913.26,2520394.801,5.001,5044913,2520394800.0,4.582,5044913,2520394800.0,4.5242791175842285,504491326.0
2021-12-28,5.027,6399141.74,3209575.435,5.027,6399142,3209575440.0,4.608,6399142,3209575440.0,4.5478010177612305,639914174.0
2021-12-29,4.96,4038655.56,2011288.44,4.96,4038656,2011288448.0,4.541,4038656,2011288448.0,4.487187385559082,403865556.0
2021-12-30,4.996,4744980.19,2369943.644,4.996,4744980,2369943648.0,4.577,4744980,2369943648.0,4.519755840301514,474498019.0
2021-12-31,5.008,3514165.95,1760912.797,5.008,3514166,1760912800.0,4.589,3514166,1760912800.0,4.530611991882324,351416595.0
2022-01-04,4.99,4863552.76,2417587.49,4.99,4863553,2417587488.0,4.571,4863553,2417587488.0,4.5143280029296875,486355276.0
2022-01-05,4.943,4640731.06,2300116.66,4.943,4640731,2300116656.0,4.524,4640731,2300116656.0,4.471807479858398,464073106.0
2022-01-06,4.887,5172728.0,2530768.429,4.887,5172728,2530768432.0,4.468,5172728,2530768432.0,4.421146392822266,517272800.0
2022-01-07,4.899,4785197.0,2349400.429,4.899,4785197,2349400432.0,4.48,4785197,2349400432.0,4.432002544403076,478519700.0
2022-01-10,4.912,4911223.07,2406258.642,4.912,4911223,2406258640.0,4.493,4911223,2406258640.0,4.44376277923584,491122307.0
2022-01-11,4.867,4122188.98,2014962.361,4.867,4122189,2014962368.0,4.448,4122189,2014962368.0,4.40305233001709,412218898.0
2022-01-12,4.919,5113325.82,2511098.388,4.919,5113326,2511098384.0,4.5,5113326,2511098384.0,4.4500956535339355,511332582.0
2022-01-13,4.838,4882722.97,2379000.209,4.838,4882723,2379000208.0,4.419,4882723,2379000208.0,4.376816749572754,488272297.0
2022-01-14,4.794,4100290.0,1972987.305,4.794,4100290,1972987312.0,4.375,4100290,1972987312.0,4.337010860443115,410029000.0
2022-01-17,4.835,4983490.57,2407274.463,4.835,4983491,2407274464.0,4.416,4983491,2407274464.0,4.37410306930542,498349057.0
2022-01-18,4.881,6241670.62,3038466.592,4.881,6241671,3038466592.0,4.462,6241671,3038466592.0,4.415718078613281,624167062.0
2022-01-19,4.78,5224392.6,2501399.275,4.78,5224393,2501399280.0,4.436,5224393,2501399280.0,4.391829490661621,522439260.0
2022-01-20,4.818,5412784.88,2608626.685,4.818,5412785,2608626688.0,4.474,5412785,2608626688.0,4.426743507385254,541278488.0
2022-01-21,4.784,7814369.8,3739337.873,4.784,7814370,3739337872.0,4.44,7814370,3739337872.0,4.395504951477051,781436980.0
2022-01-24,4.786,4605740.13,2197609.279,4.786,4605740,2197609280.0,4.442,4605740,2197609280.0,4.397342205047607,460574013.0
2022-01-25,4.68,5952708.65,2814468.229,4.68,5952709,2814468224.0,4.336,5952709,2814468224.0,4.29995059967041,595270865.0
2022-01-26,4.706,5218421.0,2449571.754,4.706,5218421,2449571760.0,4.362,5218421,2449571760.0,4.323838710784912,521842100.0
2022-01-27,4.625,6076216.74,2827030.197,4.625,6076217,2827030192.0,4.281,6076217,2827030192.0,4.249416351318359,607621674.0
2022-01-28,4.554,8583917.02,3950302.957,4.554,8583917,3950302960.0,4.21,8583917,3950302960.0,4.184182167053223,858391702.0
2022-02-07,4.626,4845867.6,2243165.816,4.626,4845868,2243165824.0,4.282,4845868,2243165824.0,4.250335216522217,484586760.0
2022-02-08,4.604,4481413.06,2050015.387,4.604,4481413,2050015392.0,4.26,4481413,2050015392.0,4.230122089385986,448141306.0
2022-02-09,4.643,4589380.95,2124086.971,4.643,4589381,2124086976.0,4.299,4589381,2124086976.0,4.265954971313477,458938095.0
2022-02-10,4.632,4953830.95,2291737.788,4.632,4953831,2291737792.0,4.288,4953831,2291737792.0,4.255847930908203,495383095.0
2022-02-11,4.596,4617436.08,2134586.5,4.596,4617436,2134586496.0,4.252,4617436,2134586496.0,4.222772121429443,461743608.0
2022-02-14,4.547,3299679.08,1503834.184,4.547,3299679,1503834192.0,4.203,3299679,1503834192.0,4.177750587463379,329967908.0
2022-02-15,4.589,6043144.4,2765515.057,4.589,6043144,2765515056.0,4.245,6043144,2765515056.0,4.2163405418396,604314440.0
2022-02-16,4.61,4498005.48,2076275.356,4.61,4498005,2076275360.0,4.266,4498005,2076275360.0,4.235634803771973,449800548.0
2022-02-17,4.62,6290406.92,2909007.334,4.62,6290407,2909007328.0,4.276,6290407,2909007328.0,4.2448225021362305,629040692.0
2022-02-18,4.644,3041052.15,1405440.367,4.644,3041052,1405440368.0,4.3,3041052,1405440368.0,4.266873836517334,304105215.0
2022-02-21,4.627,3241950.53,1497429.121,4.627,3241951,1497429120.0,4.283,3241951,1497429120.0,4.251254081726074,324195053.0
2022-02-22,4.567,3153167.69,1438664.973,4.567,3153168,1438664976.0,4.223,3153168,1438664976.0,4.196126461029053,315316769.0
2022-02-23,4.615,4469039.32,2054646.295,4.615,4469039,2054646288.0,4.271,4469039,2054646288.0,4.240228652954102,446903932.0
2022-02-24,4.53,5912365.42,2683234.005,4.53,5912365,2683234000.0,4.186,5912365,2683234000.0,4.162131309509277,591236542.0
2022-02-25,4.565,3844660.69,1760979.832,4.565,3844661,1760979840.0,4.221,3844661,1760979840.0,4.194289207458496,384466069.0
2022-02-28,4.571,2693170.76,1225032.615,4.571,2693171,1225032608.0,4.227,2693171,1225032608.0,4.199801921844482,269317076.0
2022-03-01,4.609,3261629.03,1499507.431,4.609,3261629,1499507424.0,4.265,3261629,1499507424.0,4.234715938568115,326162903.0
2022-03-02,4.574,1946012.92,889476.591,4.574,1946013,889476592.0,4.23,1946013,889476592.0,4.202558517456055,194601292.0
2022-03-03,4.545,2006899.2,914647.557,4.545,2006899,914647552.0,4.201,2006899,914647552.0,4.175913333892822,200689920.0
2022-03-04,4.494,4053766.26,1823719.304,4.494,4053766,1823719312.0,4.15,4053766,1823719312.0,4.129055023193359,405376626.0
2022-03-07,4.346,5831129.9,2553534.379,4.346,5831130,2553534384.0,4.002,5831130,2553534384.0,3.993073701858521,583112990.0
2022-03-08,4.264,6917080.74,2976687.582,4.264,6917081,2976687584.0,3.92,6917081,2976687584.0,3.9177327156066895,691708074.0
2022-03-09,4.224,7867488.12,3301655.736,4.224,7867488,3301655744.0,3.88,7867488,3301655744.0,3.880980491638184,786748812.0
2022-03-10,4.284,5528465.28,2377355.398,4.284,5528465,2377355392.0,3.94,5528465,2377355392.0,3.936108112335205,552846528.0
2022-03-11,4.312,3973422.08,1687296.407,4.312,3973422,1687296400.0,3.968,3973422,1687296400.0,3.96183443069458,397342208.0
2022-03-14,4.172,4331004.28,1828943.108,4.172,4331004,1828943104.0,3.828,4331004,1828943104.0,3.8332033157348633,433100428.0
2022-03-15,3.973,10444778.02,4244938.233,3.973,10444778,4244938240.0,3.629,10444778,4244938240.0,3.6503636837005615,1044477802.0
2022-03-16,4.146,13251385.41,5383854.367,4.146,13251385,5383854336.0,3.802,13251385,5383854336.0,3.8093149662017822,1325138541.0
2022-03-17,4.23,11475616.26,4866876.953,4.23,11475616,4866876928.0,3.886,11475616,4866876928.0,3.886493682861328,1147561626.0
2022-03-18,4.258,4030217.32,1703858.645,4.258,4030217,1703858640.0,3.914,4030217,1703858640.0,3.912219524383545,403021732.0
2022-03-21,4.252,3720163.91,1581985.311,4.252,3720164,1581985312.0,3.908,3720164,1581985312.0,3.9067070484161377,372016391.0
2022-03-22,4.248,2504224.76,1064168.279,4.248,2504225,1064168272.0,3.904,2504225,1064168272.0,3.903032064437866,250422476.0
2022-03-23,4.273,3082446.71,1314097.169,4.273,3082447,1314097168.0,3.929,3082447,1314097168.0,3.9260013103485103,308244671.0
2022-03-24,4.246,2206417.62,935511.944,4.246,2206418,935511952.0,3.902,2206418,935511952.0,3.901193857192993,220641762.0
2022-03-25,4.169,3568083.07,1499894.627,4.169,3568083,1499894624.0,3.825,3568083,1499894624.0,3.830447435379028,356808307.0
2022-03-28,4.144,4155938.46,1715993.645,4.144,4155938,1715993648.0,3.8,4155938,1715993648.0,3.8074772357940674,415593846.0
2022-03-29,4.126,2310331.17,957679.748,4.126,2310331,957679744.0,3.782,2310331,957679744.0,3.79093861579895,231033117.0
2022-03-30,4.249,5002575.3,2107747.773,4.249,5002575,2107747776.0,3.905,5002575,2107747776.0,3.903950929641723,500257530.0
2022-03-31,4.218,4242789.96,1791950.308,4.218,4242790,1791950304.0,3.874,4242790,1791950304.0,3.875468015670776,424278996.0
2022-04-01,4.269,3752472.41,1594296.08,4.269,3752472,1594296080.0,3.925,3752472,1594296080.0,3.9223263263702393,375247241.0
2022-04-06,4.257,3398937.7,1443714.218,4.257,3398938,1443714224.0,3.913,3398938,1443714224.0,3.911300659179687,339893770.0
2022-04-07,4.205,2783983.51,1177384.174,4.205,2783984,1177384176.0,3.861,2783984,1177384176.0,3.863523483276367,278398351.0
2022-04-08,4.233,3202712.97,1349449.555,4.233,3202713,1349449552.0,3.889,3202713,1349449552.0,3.889249563217163,320271297.0
2022-04-11,4.101,5800584.97,2391596.005,4.101,5800585,2391596000.0,3.757,5800585,2391596000.0,3.7679693698883057,580058497.0
2022-04-12,4.171,8064759.0,3334403.949,4.171,8064759,3334403952.0,3.827,8064759,3334403952.0,3.832284688949585,806475900.0
2022-04-13,4.139,3872602.08,1609161.765,4.139,3872602,1609161760.0,3.795,3872602,1609161760.0,3.8028833866119385,387260208.0
2022-04-14,4.183,5736892.43,2400662.554,4.183,5736892,2400662560.0,3.839,5736892,2400662560.0,3.843310594558716,573689243.0
2022-04-15,4.181,5322379.66,2224422.362,4.181,5322380,2224422368.0,3.837,5322380,2224422368.0,3.84147310256958,532237966.0
2022-04-18,4.161,2797092.72,1159501.389,4.161,2797093,1159501392.0,3.817,2797093,1159501392.0,3.823096752166748,279709272.0
2022-04-19,4.134,3139962.4,1301465.627,4.134,3139962,1301465632.0,3.79,3139962,1301465632.0,3.7982890605926514,313996240.0
2022-04-20,4.064,3903434.38,1596762.869,4.064,3903434,1596762864.0,3.72,3903434,1596762864.0,3.733973979949951,390343438.0
2022-04-21,3.996,7925084.56,3193817.666,3.996,7925085,3193817664.0,3.652,7925085,3193817664.0,3.671495914459229,792508456.0
2022-04-22,4.006,6173783.97,2469379.279,4.006,6173784,2469379280.0,3.662,6173784,2469379280.0,3.680684089660645,617378397.0
2022-04-25,3.813,16542843.44,6447291.622,3.813,16542844,6447291648.0,3.469,16542844,6447291648.0,3.503356695175171,1654284344.0
2022-04-26,3.783,15437597.38,5888627.373,3.783,15437597,5888627456.0,3.439,15437597,5888627456.0,3.4757933616638184,1543759738.0
2022-04-27,3.889,13725838.56,5260465.092,3.889,13725839,5260465152.0,3.545,13725839,5260465152.0,3.5731852054595947,1372583856.0
2022-04-28,3.915,10729261.29,4183266.934,3.915,10729261,4183266928.0,3.571,10729261,4183266928.0,3.597073793411255,1072926129.0
2022-04-29,4.015,7631211.89,3024738.24,4.015,7631212,3024738240.0,3.671,7631212,3024738240.0,3.688952922821045,763121189.0
2022-05-05,4.0,7360953.93,2950065.279,4.0,7360954,2950065280.0,3.656,7360954,2950065280.0,3.675171136856079,736095393.0
2022-05-06,3.903,5206697.18,2042557.049,3.903,5206697,2042557056.0,3.559,5206697,2042557056.0,3.586048126220703,520669718.0
2022-05-09,3.871,3187006.33,1234844.482,3.871,3187006,1234844480.0,3.527,3187006,1234844480.0,3.5566468238830566,318700633.0
2022-05-10,3.916,5474671.62,2129935.211,3.916,5474672,2129935216.0,3.572,5474672,2129935216.0,3.597992181777954,547467162.0
2022-05-11,3.971,6290115.61,2502148.839,3.971,6290116,2502148832.0,3.627,6290116,2502148832.0,3.6485259532928462,629011561.0
2022-05-12,3.951,3071057.83,1215316.563,3.951,3071058,1215316560.0,3.607,3071058,1215316560.0,3.630150079727173,307105783.0
2022-05-13,3.982,2799732.47,1113468.054,3.982,2799732,1113468048.0,3.638,2799732,1113468048.0,3.65863299369812,279973247.0
2022-05-16,3.951,4425843.42,1755248.937,3.951,4425843,1755248944.0,3.607,4425843,1755248944.0,3.630150079727173,442584342.0
2022-05-17,4.0,3008495.64,1197703.803,4.0,3008496,1197703808.0,3.656,3008496,1197703808.0,3.675171136856079,300849564.0
2022-05-18,3.986,2640173.24,1052734.331,3.986,2640173,1052734336.0,3.642,2640173,1052734336.0,3.662307977676392,264017324.0
2022-05-19,3.995,3249620.36,1289180.789,3.995,3249620,1289180784.0,3.651,3249620,1289180784.0,3.67057728767395,324962036.0
2022-05-20,4.079,6004614.24,2434115.747,4.079,6004614,2434115744.0,3.735,6004614,2434115744.0,3.747755765914917,600461424.0
2022-05-23,4.047,5120912.73,2070370.273,4.047,5120913,2070370272.0,3.703,5120913,2070370272.0,3.7183542251586914,512091273.0
2022-05-24,3.965,4156645.0,1664349.497,3.965,4156645,1664349504.0,3.621,4156645,1664349504.0,3.643013238906861,415664500.0
2022-05-25,3.982,4576840.97,1814584.625,3.982,4576841,1814584624.0,3.638,4576841,1814584624.0,3.65863299369812,457684097.0
2022-05-26,3.992,4816140.68,1914318.71,3.992,4816141,1914318704.0,3.648,4816141,1914318704.0,3.667820930480957,481614068.0
2022-05-27,4.002,5532972.11,2228537.581,4.002,5532972,2228537584.0,3.658,5532972,2228537584.0,3.677008390426636,553297211.0
2022-05-30,4.025,4505319.2,1813277.775,4.025,4505319,1813277776.0,3.681,4505319,1813277776.0,3.698141098022461,450531920.0
2022-05-31,4.089,4522581.18,1836840.908,4.089,4522581,1836840912.0,3.745,4522581,1836840912.0,3.756943941116333,452258118.0
2022-06-01,4.083,3774345.08,1540652.77,4.083,3774345,1540652768.0,3.739,3774345,1540652768.0,3.751430988311768,377434508.0
2022-06-02,4.094,2901326.08,1183803.267,4.094,2901326,1183803264.0,3.75,2901326,1183803264.0,3.761537551879883,290132608.0
2022-06-06,4.176,4238359.04,1751273.369,4.176,4238359,1751273376.0,3.832,4238359,1751273376.0,3.836878538131714,423835904.0
2022-06-07,4.182,3808641.88,1592929.72,4.182,3808642,1592929728.0,3.838,3808642,1592929728.0,3.8423912525177,380864188.0
2022-06-08,4.224,4272910.52,1796493.323,4.224,4272911,1796493328.0,3.88,4272911,1796493328.0,3.880980491638184,427291052.0
2022-06-09,4.19,2916148.28,1226358.662,4.19,2916148,1226358656.0,3.846,2916148,1226358656.0,3.849741697311402,291614828.0
2022-06-10,4.248,6480691.42,2738650.04,4.248,6480691,2738650048.0,3.904,6480691,2738650048.0,3.903032064437866,648069142.0
2022-06-13,4.196,5799002.48,2431783.718,4.196,5799003,2431783712.0,3.852,5799003,2431783712.0,3.855254650115967,579900248.0
2022-06-14,4.236,6249025.5,2613833.382,4.236,6249025,2613833376.0,3.892,6249025,2613833376.0,3.8920061588287354,624902550.0
2022-06-15,4.285,11218852.05,4834544.988,4.285,11218852,4834544896.0,3.941,11218852,4834544896.0,3.9370269775390625,1121885205.0
2022-06-16,4.258,5075120.36,2175195.322,4.258,5075120,2175195328.0,3.914,5075120,2175195328.0,3.912219524383545,507512036.0
2022-06-17,4.321,7156474.04,3070562.903,4.321,7156474,3070562896.0,3.977,7156474,3070562896.0,3.9701039791107178,715647404.0
2022-06-20,4.342,7324344.57,3177526.646,4.342,7324345,3177526640.0,3.998,7324345,3177526640.0,3.989398717880249,732434457.0
2022-06-21,4.34,4224015.46,1833860.937,4.34,4224016,1833860944.0,3.996,4224016,1833860944.0,3.987560987472534,422401546.0
2022-06-22,4.29,3619642.72,1560986.297,4.29,3619643,1560986304.0,3.946,3619643,1560986304.0,3.9416210651397705,361964272.0
2022-06-23,4.365,4056939.24,1755177.553,4.365,4056939,1755177552.0,4.021,4056939,1755177552.0,4.010530471801758,405693924.0
2022-06-24,4.413,4148338.49,1823076.991,4.413,4148339,1823076992.0,4.069,4148339,1823076992.0,4.054632663726807,414833849.0
2022-06-27,4.461,4559810.5,2036731.655,4.461,4559811,2036731648.0,4.117,4559811,2036731648.0,4.098734378814697,455981050.0
2022-06-28,4.513,3748823.78,1678987.256,4.513,3748824,1678987264.0,4.169,3748824,1678987264.0,4.146511554718018,374882378.0
2022-06-29,4.458,5448356.04,2437464.367,4.458,5448356,2437464368.0,4.114,5448356,2437464368.0,4.095978260040283,544835604.0
2022-06-30,4.508,5680515.61,2558737.77,4.508,5680516,2558737776.0,4.164,5680516,2558737776.0,4.141917705535889,568051561.0
2022-07-01,4.493,4455712.44,2004084.502,4.493,4455712,2004084496.0,4.149,4455712,2004084496.0,4.128136157989502,445571244.0
2022-07-04,4.521,3874217.25,1742756.113,4.521,3874217,1742756112.0,4.177,3874217,1742756112.0,4.153862476348877,387421725.0
2022-07-05,4.511,3921158.2,1764375.389,4.511,3921158,1764375392.0,4.167,3921158,1764375392.0,4.144674301147461,392115820.0
2022-07-06,4.452,3189627.17,1422718.113,4.452,3189627,1422718112.0,4.108,3189627,1422718112.0,4.090465545654297,318962717.0
2022-07-07,4.468,4030459.46,1799540.021,4.468,4030460,1799540016.0,4.124,4030460,1799540016.0,4.105166435241699,403045946.0
2022-07-08,4.464,2082490.3,933514.536,4.464,2082490,933514544.0,4.12,2082490,933514544.0,4.1014909744262695,208249030.0
2022-07-11,4.388,4522074.98,1985923.671,4.388,4522075,1985923664.0,4.044,4522075,1985923664.0,4.031662940979004,452207498.0
2022-07-12,4.352,3435392.0,1500811.278,4.352,3435392,1500811278.0,4.008,3435392,1500811278.0,3.998586177825928,343539200.0
2022-07-13,4.359,2956003.01,1286893.961,4.359,2956003,1286893961.0,4.015,2956003,1286893961.0,4.0050177574157715,295600301.0
2022-07-14,4.36,3264142.69,1423957.223,4.36,3264143,1423957223.0,4.016,3264143,1423957223.0,4.005936622619629,326414269.0
2022-07-15,4.295,7373071.08,3198511.731,4.295,7373071,3198511731.0,3.951,7373071,3198511731.0,3.9462149143218994,737307108.0
